,BukkenName,Price,Address,Space,Type,Belanda,Build,Line,Station,Walk,DaysAgo,City,Street,Number,Latitude,Longitude
4753,ロイヤルシーズン南麻布,9860,東京都港区南麻布３,50.03,1LDK,8.49,2020-12-01,都営三田線,白金高輪,12,1047,東京都,港区,南麻布３,35.6491609,139.7300768
4754,市谷台グランドマンション,9880,東京都新宿区市谷左内町,84.13,2LDK,7.0,1964-11-01,ＪＲ総武線,市ケ谷,6,21531,東京都,新宿区,市谷左内町,35.6944661,139.733589
4755,ルフォン白金台ザ・タワーレジデンス,9880,東京都港区白金台２,53.34,2LDK,9.47,2013-12-01,都営浅草線,高輪台,1,3604,東京都,港区,白金台２,35.6342371,139.7300768
4756,市谷台グランドマンション,9880,東京都新宿区市谷左内町32,84.13,2LDK,,1964-11-01,東京メトロ南北線,市ケ谷,5,21531,東京都,新宿区,市谷左内町32,35.6943883,139.7325912
4757,市谷台グランドマンション,9880,東京都新宿区市谷左内町,84.13,2LDK,6.0,1964-11-01,ＪＲ総武線,市ケ谷,7,21531,東京都,新宿区,市谷左内町,35.6944661,139.733589
4758,アルム幡ケ谷,9880,東京都渋谷区幡ヶ谷２-20-8,87.94,3LDK,16.66,1982-09-01,京王新線,幡ヶ谷,4,15018,東京都,渋谷区,幡ヶ谷,35.6769174,139.6736709
4759,市谷台グランドマンション,9880,東京都新宿区市谷左内町,84.13,2LDK,,1964-11-01,ＪＲ総武線,市ケ谷,5,21531,東京都,新宿区,市谷左内町,35.6944661,139.733589
4760,市谷台グランドマンション,9880,東京都新宿区市谷左内町,84.13,2LDK,,1964-11-01,東京メトロ有楽町線,市ケ谷,5,21531,東京都,新宿区,市谷左内町,35.6944661,139.733589
4761,市谷台グランドマンション,9880,東京都新宿区市谷左内町,84.13,2LDK,,1964-11-01,ＪＲ総武線,市ケ谷,5,21531,東京都,新宿区,市谷左内町,35.6944661,139.733589
4762,パークリュクス西麻布,9880,東京都港区西麻布１-14-4,41.32,1LDK,6.08,2010-08-01,東京メトロ千代田線,乃木坂,8,4822,東京都,港区,西麻布,35.6611915,139.7236856
4763,パークリュクス西麻布,9880,東京都港区西麻布１-14-4,41.32,1LDK,6.08,2010-07-01,東京メトロ日比谷線,六本木,9,4853,東京都,港区,西麻布,35.6611915,139.7236856
4764,日本橋浜町パークホームズ,9880,東京都中央区日本橋浜町２,72.56,3LDK,8.61,1998-11-01,都営新宿線,浜町,4,9113,東京都,中央区,日本橋浜町２,35.687647,139.7888534
4765,オーベル代々木公園,9880,東京都渋谷区富ヶ谷２,50.05,1LDK,11.97,2007-07-01,東京メトロ千代田線,代々木公園,5,5949,東京都,渋谷区,富ヶ谷２,35.6644965,139.6853944
4766,パークリュクス西麻布,9880,東京都港区西麻布１,41.32,1LDK,6.08,2010-07-01,東京メトロ千代田線,乃木坂,7,4853,東京都,港区,西麻布１,35.6608844,139.7249685
4767,パークリュクス西麻布,9880,東京都港区西麻布１,41.32,1LDK,6.08,2010-07-01,東京メトロ日比谷線,六本木,10,4853,東京都,港区,西麻布１,35.6608844,139.7249685
4768,パークリュクス西麻布,9880,東京都港区西麻布１,41.32,1LDK,6.08,2010-07-01,東京メトロ千代田線,乃木坂,7,4853,東京都,港区,西麻布１,35.6608844,139.7249685
4769,パークリュクス西麻布,9880,東京都港区西麻布１,41.32,1LDK,6.08,2010-07-01,東京メトロ千代田線,乃木坂,9,4853,東京都,港区,西麻布１,35.6608844,139.7249685
4770,ザ・パークハウス麹町テラス,9930,東京都千代田区麹町３,36.12,1LDK,9.0,2022-10-01,東京メトロ有楽町線,麹町,3,378,東京都,千代田区,麹町３,35.6844686,139.738698
4771,スカイグランデ汐留,9940,東京都港区海岸１,66.53,2LDK,10.08,2005-07-01,ＪＲ山手線,浜松町,3,6679,東京都,港区,海岸１,35.6553975,139.7613745
4772,サンビューハイツ北参道,9980,東京都渋谷区千駄ヶ谷１,81.15,2LDK+S（納戸）,8.3,1979-06-01,東京メトロ副都心線,北参道,5,16206,東京都,渋谷区,千駄ヶ谷１,35.68288709999999,139.7044122
4773,ザ・パームス東中野エアリィタワー,9980,東京都新宿区北新宿４,73.42,3LDK,11.6,2000-02-01,ＪＲ中央線,東中野,4,8656,東京都,新宿区,北新宿４,35.707205,139.6917756
4774,ウエリス新宿早稲田の森,9980,東京都新宿区大久保３,62.73,2LDK,11.75,2018-06-01,東京メトロ副都心線,西早稲田,3,1961,東京都,新宿区,大久保３,35.7066016,139.7045399
4775,シティハイツ麻布十番,9980,東京都港区麻布十番３,49.6,1LDK,6.9,2000-03-01,都営大江戸線,麻布十番,4,8627,東京都,港区,麻布十番３,35.6533473,139.7355048
4776,サンウッド広尾,9980,東京都渋谷区広尾５,46.36,1K,4.99,2020-05-01,東京メトロ日比谷線,広尾,1,1261,東京都,渋谷区,広尾５,35.6496526,139.7198607
4777,小石川ザ・レジデンス イーストスクエア,9980,東京都文京区小石川３,73.14,3LDK,5.1,2005-03-01,都営三田線,春日,9,6801,東京都,文京区,小石川３,35.713201,139.7466817
4778,高輪ホームズ,9980,東京都港区高輪２,96.36,3LDK,7.8,1970-11-01,都営浅草線,泉岳寺,7,19340,東京都,港区,高輪２,35.6373108,139.73774
4779,コンシェリア西新宿TOWER’S WEST,9980,東京都新宿区西新宿６,59.93,1LDK,9.54,2008-01-01,都営大江戸線,西新宿五丁目,7,5765,東京都,新宿区,西新宿６,35.6929304,139.6904993
4780,アイ・マークタワー,9980,東京都中央区月島１,74.88,2LDK,18.14,2003-08-01,東京メトロ有楽町線,月島,1,7379,東京都,中央区,月島１,35.6644207,139.7824618
4781,サンウッド広尾,9980,東京都渋谷区広尾５,46.36,ワンルーム,4.99,2020-05-01,東京メトロ日比谷線,広尾,1,1261,東京都,渋谷区,広尾５,35.6496526,139.7198607
4782,西参道テラスA,9980,東京都渋谷区代々木３,72.85,2LDK,8.19,2019-01-01,小田急線,参宮橋,7,1747,東京都,渋谷区,代々木３,35.6829997,139.6943282
4783,ザ・ヒルトップタワー高輪台,9980,東京都港区高輪３,55.52,1LDK,4.18,2010-03-01,都営浅草線,高輪台,1,4975,東京都,港区,高輪３,35.6326476,139.7332697
4784,カスタム広尾,9980,東京都渋谷区広尾５,104.09,2LDK+S（納戸）,,1978-02-01,東京メトロ日比谷線,広尾,5,16691,東京都,渋谷区,広尾５,35.6496526,139.7198607
4785,小石川ザ・レジデンス　イーストスクエア,9980,東京都文京区小石川３,73.14,3LDK,5.1,2005-02-01,都営三田線,春日,10,6829,東京都,文京区,小石川３,35.713201,139.7466817
4786,西戸山タワーホウムズ　セントラルタワー,9980,東京都新宿区百人町３,80.32,3LDK,14.93,1988-01-01,ＪＲ山手線,新大久保,7,13070,東京都,新宿区,百人町３,35.7063302,139.6981574
4787,プレミスト東銀座築地 Arc Court,9980,東京都中央区築地７,55.25,2LDK,9.46,2021-02-01,東京メトロ日比谷線,築地,4,985,東京都,中央区,築地７,35.6654642,139.7757514
4788,神楽坂アインスタワー,9980,東京都新宿区神楽坂５,92.74,3LDK,19.29,2003-01-01,都営大江戸線,牛込神楽坂,3,7591,東京都,新宿区,神楽坂５,35.7022532,139.738698
4789,【新規内装リフォーム実施！】ニュー赤坂コーポラス,9980,東京都港区赤坂８,79.8,2LDK,,1964-11-01,東京メトロ銀座線,青山一丁目,8,21531,東京都,港区,赤坂８,35.6710904,139.7275226
4790,コンシェリア西新宿ＴＯＷＥＲ’Ｓ　ＷＥＳＴ,9980,東京都新宿区西新宿６,59.93,1LDK,9.54,2008-01-01,都営大江戸線,西新宿五丁目,6,5765,東京都,新宿区,西新宿６,35.6929304,139.6904993
4791,グラーサ白金高輪,9980,東京都港区三田５,56.32,1LDK,10.23,2005-10-01,東京メトロ南北線,白金高輪,3,6587,東京都,港区,三田５,35.6464953,139.73774
4792,ヴィーナ・パルテール,9980,東京都渋谷区富ヶ谷２-15-1,66.59,3LDK,20.92,2000-12-01,小田急線,代々木八幡,10,8352,東京都,渋谷区,富ヶ谷,35.6630233,139.6873486
4793,パレロワイヤル六番町,9980,東京都千代田区六番町,52.62,1LDK,8.9,1978-04-01,ＪＲ中央線,四ツ谷,4,16632,東京都,千代田区,六番町,35.6874232,139.7339083
4794,パーク・ノヴァ白金ヒルトップレジデンス,9980,東京都港区白金２,51.85,1LDK,3.76,2001-11-01,東京メトロ南北線,白金台,3,8017,東京都,港区,白金２,35.6416377,139.7313539
4795,コンシェリア西新宿タワーズウエスト,9980,東京都新宿区西新宿６,59.93,1LDK,9.54,2008-01-01,都営大江戸線,西新宿五丁目,6,5765,東京都,新宿区,西新宿６,35.6929304,139.6904993
4796,芝浦アイランドケープタワー,9980,東京都港区芝浦４,57.71,2LDK,11.85,2006-10-01,ＪＲ山手線,田町,14,6222,東京都,港区,芝浦４,35.6400662,139.7460429
4797,ザ・パークハウス麻布外苑西通り,9980,東京都港区西麻布２-6-2,43.97,1DK,,2018-03-01,東京メトロ千代田線,乃木坂,9,2053,東京都,港区,西麻布,35.662924,139.720579
4798,グラーサ白金高輪,9980,東京都港区三田５,56.32,1LDK,10.23,2005-10-01,都営三田線,白金高輪,4,6587,東京都,港区,三田５,35.6464953,139.73774
4799,パークリュクス西麻布,9980,東京都港区西麻布１,41.32,1LDK,6.08,2010-07-01,東京メトロ千代田線,乃木坂,7,4853,東京都,港区,西麻布１,35.6608844,139.7249685
4800,コンシェリア西新宿ＴＯＷＥＲ’Ｓ　ＷＥＳＴ,9980,東京都新宿区西新宿６,59.93,1LDK,9.54,2008-01-01,都営大江戸線,西新宿五丁目,6,5765,東京都,新宿区,西新宿６,35.6929304,139.6904993
4801,クレヴィア神楽坂,9980,東京都新宿区西五軒町4-1,67.59,3LDK,9.63,2013-09-01,東京メトロ東西線,神楽坂,6,3695,東京都,新宿区,西五軒町4-1,35.7063446,139.7372616
4802,ルフォン白金台ザ・タワーレジデンス,9980,東京都港区白金台２,53.34,2LDK,9.47,2013-12-01,都営浅草線,高輪台,1,3604,東京都,港区,白金台２,35.6342371,139.7300768
4803,セボン小石川,9980,東京都文京区小石川３,103.82,2LDK+S（納戸）,,2001-03-01,都営三田線,春日,8,8262,東京都,文京区,小石川３,35.713201,139.7466817
4804,パークタワー芝公園,9980,東京都港区芝３,43.41,1LDK,4.67,2012-10-01,都営大江戸線,赤羽橋,4,4030,東京都,港区,芝３,35.6523773,139.7466817
4805,パークハウス市谷柳町,9980,東京都新宿区市谷柳町,70.1,3LDK,10.47,2005-12-01,都営大江戸線,牛込柳町,2,6526,東京都,新宿区,市谷柳町,35.6991035,139.7265648
4806,アトラス恵比寿,9980,東京都渋谷区恵比寿２,55.89,2LDK,4.73,2015-11-01,東京メトロ日比谷線,広尾,12,2904,東京都,渋谷区,恵比寿２,35.6462092,139.7198607
4807,パークハウス芝タワー,9980,東京都港区芝３,56.93,1LDK,7.63,2004-09-01,都営三田線,芝公園,3,6982,東京都,港区,芝３,35.6523773,139.7466817
4808,アトラス築地,9980,東京都中央区築地６,54.59,2LDK,8.26,2021-11-01,東京メトロ日比谷線,築地,4,712,東京都,中央区,築地６,35.664281,139.7735148
4809,パークハウス千代田富士見,9980,東京都千代田区富士見２-2-14,49.14,1LDK,9.45,2008-08-01,ＪＲ中央線,飯田橋,3,5552,東京都,千代田区,富士見,35.6992519,139.7456038
4810,スカイコート文京白山第3,9980,東京都文京区白山２,81.38,2LDK+S（納戸）,14.09,2005-05-01,都営大江戸線,春日,9,6740,東京都,文京区,白山２,35.7176679,139.7492367
4811,ワールドシティタワーズ　アクアタワー,9980,東京都港区港南４,76.67,3LDK,3.13,2005-10-01,ＪＲ山手線,品川,15,6587,東京都,港区,港南４,35.6273113,139.7485979
4812,アトラスタワー小石川,9980,東京都文京区小石川１,63.87,2LDK,17.17,2003-11-01,都営三田線,春日,1,7287,東京都,文京区,小石川１,35.7122246,139.7521112
4813,パーク・コート麻布鳥居坂,9980,東京都港区六本木５,75.47,1LDK,12.6,1999-08-01,都営大江戸線,麻布十番,7,8840,東京都,港区,六本木５,35.6598808,139.7339083
4814,アクシア麻布,9980,東京都港区麻布十番２,47.5,1DK,4.48,2005-05-01,東京メトロ南北線,麻布十番,1,6740,東京都,港区,麻布十番２,35.6550691,139.7355048
4815,月島ホームズ,9989,東京都中央区月島１,71.4,3LDK,8.64,1984-08-01,東京メトロ有楽町線,月島,4,14318,東京都,中央区,月島１,35.6644207,139.7824618
4816,ドムス目白,9990,東京都新宿区下落合３,76.51,2LDK,3.78,1980-07-01,ＪＲ山手線,目白,5,15810,東京都,新宿区,下落合３,35.7216299,139.7019868
4817,グランスイート虎ノ門,9990,東京都港区虎ノ門１,46.34,1LDK,12.69,2007-04-01,東京メトロ日比谷線,虎ノ門ヒルズ,1,6040,東京都,港区,虎ノ門１,35.668325,139.7492367
4818,参宮橋ペアシティ,9990,東京都渋谷区代々木４,88.02,3LDK,8.7,1974-08-01,小田急線,参宮橋,7,17971,東京都,渋谷区,代々木４,35.6803138,139.6904993
4819,参宮橋ペアシティ,9990,東京都渋谷区代々木４,88.02,2LDK,8.7,1974-08-01,小田急線,参宮橋,7,17971,東京都,渋谷区,代々木４,35.6803138,139.6904993
4820,新宿山吹アインスタワー,10000,東京都新宿区山吹町366-1,55.02,2LDK,5.66,2008-02-01,東京メトロ有楽町線,江戸川橋,2,5734,東京都,新宿区,山吹町366-1,35.7090335,139.7312129
4821,新宿山吹アインスタワー,10000,東京都新宿区山吹町,55.02,2LDK,5.66,2008-02-01,東京メトロ有楽町線,江戸川橋,2,5734,東京都,新宿区,山吹町,35.7076832,139.7300768
4822,パークタワー勝どきミッド,10000,東京都中央区勝どき４,46.21,1LDK,9.5,2023-08-01,都営大江戸線,勝どき,2,74,東京都,中央区,勝どき４,35.6572676,139.7760709
4823,新宿山吹アインスタワー,10000,東京都新宿区山吹町,55.02,2LDK,5.66,2008-02-01,東京メトロ有楽町線,江戸川橋,1,5734,東京都,新宿区,山吹町,35.7076832,139.7300768
4824,ベイサイドタワー晴海,10000,東京都中央区晴海３,72.4,3LDK,11.28,2015-10-01,都営大江戸線,勝どき,10,2935,東京都,中央区,晴海３,35.6548467,139.7786272
4825,Ｂｒｉｌｌｉａ秋葉原,10000,東京都千代田区外神田４,56.46,2LDK,9.5,2019-05-01,ＪＲ山手線,秋葉原,6,1627,東京都,千代田区,外神田４,35.7005017,139.7722367
4826,新宿山吹アインスタワー,10000,東京都新宿区山吹町,55.02,2LDK,5.66,2008-02-01,東京メトロ有楽町線,江戸川橋,2,5734,東京都,新宿区,山吹町,35.7076832,139.7300768
4827,麻布永坂レジデンス,10000,東京都港区六本木５,77.3,1LDK,,1970-12-01,都営大江戸線,麻布十番,4,19310,東京都,港区,六本木５,35.6598808,139.7339083
4828,ザ・クレストタワー,10080,東京都中央区佃２,64.87,2LDK,12.3,2004-09-01,東京メトロ有楽町線,月島,3,6982,東京都,中央区,佃２,35.6682531,139.7862967
4829,ザ・パークハウス麻布外苑西通り,10180,東京都港区西麻布２-6-2,51.7,1LDK,8.84,2018-03-01,東京メトロ千代田線,乃木坂,9,2053,東京都,港区,西麻布,35.662924,139.720579
4830,ザ・パークハウス麻布外苑西通り,10180,東京都港区西麻布２,51.7,1LDK,8.84,2018-03-01,東京メトロ千代田線,乃木坂,9,2053,東京都,港区,西麻布２,35.6611295,139.7198607
4831,ザ・パークハウス麻布外苑西通り,10180,東京都港区西麻布２,51.7,1LDK,8.84,2018-03-01,東京メトロ千代田線,乃木坂,12,2053,東京都,港区,西麻布２,35.6611295,139.7198607
4832,ザ・パークハウス麻布外苑西通り,10180,東京都港区西麻布２,51.7,1LDK,8.84,2018-03-01,東京メトロ千代田線,乃木坂,9,2053,東京都,港区,西麻布２,35.6611295,139.7198607
4833,ザ・パークハウス麻布外苑西通り,10180,東京都港区西麻布２,51.7,1LDK,8.84,2018-03-01,東京メトロ千代田線,乃木坂,9,2053,東京都,港区,西麻布２,35.6611295,139.7198607
4834,ワールドシティタワーズ　アクアタワー,10180,東京都港区港南４,68.08,2LDK,8.48,2005-10-01,ＪＲ山手線,品川,15,6587,東京都,港区,港南４,35.6273113,139.7485979
4835,ザ・パークハウス麻布外苑西通り,10180,東京都港区西麻布２,51.7,1LDK,8.84,2018-03-01,東京メトロ千代田線,乃木坂,9,2053,東京都,港区,西麻布２,35.6611295,139.7198607
4836,ザ・パークハウス麻布外苑西通り,10180,東京都港区西麻布２-6-2,51.7,1LDK,8.84,2018-03-01,東京メトロ千代田線,乃木坂,9,2053,東京都,港区,西麻布,35.662924,139.720579
4837,市谷台グランドマンション,10180,東京都新宿区市谷左内町,84.13,1LDK,,1964-11-01,東京メトロ有楽町線,市ケ谷,6,21531,東京都,新宿区,市谷左内町,35.6944661,139.733589
4838,ザ・パークハウス麻布外苑西通り,10180,東京都港区西麻布２,51.7,1LDK,8.84,2018-03-01,東京メトロ千代田線,乃木坂,9,2053,東京都,港区,西麻布２,35.6611295,139.7198607
4839,ザ・パークハウス麻布外苑西通り,10180,東京都港区西麻布２,51.7,1LDK,,2018-02-01,東京メトロ千代田線,乃木坂,9,2081,東京都,港区,西麻布２,35.6611295,139.7198607
4840,ザ・パークハウス麻布外苑西通り,10180,東京都港区西麻布２,51.07,1LDK,8.84,2018-03-01,東京メトロ千代田線,乃木坂,12,2053,東京都,港区,西麻布２,35.6611295,139.7198607
4841,ライオンズ東銀座レジデンス,10180,東京都中央区新富２,68.03,3LDK,8.13,2012-04-01,東京メトロ有楽町線,新富町,1,4213,東京都,中央区,新富２,35.6715052,139.773994
4842,ザ・パークハウス麻布外苑西通り,10180,東京都港区西麻布２,51.7,1LDK,8.84,2018-03-01,東京メトロ千代田線,乃木坂,9,2053,東京都,港区,西麻布２,35.6611295,139.7198607
4843,グランスイート麻布台ヒルトップタワー,10200,東京都港区麻布台３,40.1,1LDK,7.2,2014-01-01,東京メトロ南北線,六本木一丁目,7,3573,東京都,港区,麻布台３,35.6601113,139.7380593
4844,ニューお茶の水,10280,東京都千代田区神田淡路町１-9-10,83.38,3LDK,7.6,1982-12-01,東京メトロ千代田線,新御茶ノ水,3,14927,東京都,千代田区,神田淡路町,35.6961015,139.7666955
4845,ニューお茶の水,10280,東京都千代田区神田淡路町１,83.38,1LDK,,1982-12-01,東京メトロ千代田線,新御茶ノ水,3,14927,東京都,千代田区,神田淡路町１,35.6958215,139.7666456
4846,クレストプライムタワー芝,10300,東京都港区芝１,55.32,2LDK,12.0,2007-08-01,ＪＲ京浜東北線,浜松町,6,5918,東京都,港区,芝１,35.65127349999999,139.7546664
4847,クレストプライムタワー芝,10300,東京都港区芝１,55.32,2LDK,14.4,2007-08-01,ＪＲ山手線,浜松町,6,5918,東京都,港区,芝１,35.65127349999999,139.7546664
4848,レグノ・ラフィネ南青山,10300,東京都港区南青山６,60.23,1LDK,3.12,2002-09-01,東京メトロ銀座線,表参道,10,7713,東京都,港区,南青山６,35.6607393,139.7160301
4849,西早稲田シティタワー,10380,東京都新宿区西早稲田１,75.04,3LDK,5.58,1999-03-01,東京メトロ東西線,早稲田,11,8993,東京都,新宿区,西早稲田１,35.710463,139.7198607
4850,西早稲田シティタワー,10380,東京都新宿区西早稲田１,75.04,3LDK,5.58,1999-03-01,都電荒川線,早稲田,2,8993,東京都,新宿区,西早稲田１,35.710463,139.7198607
4851,西早稲田シティータワー,10380,東京都新宿区西早稲田１,75.04,3LDK,5.58,1999-03-01,東京メトロ東西線,早稲田,11,8993,東京都,新宿区,西早稲田１,35.710463,139.7198607
4852,コープ野村一番町,10380,東京都千代田区一番町15-6,60.09,2LDK,7.33,1972-08-01,東京メトロ半蔵門線,半蔵門,2,18701,東京都,千代田区,一番町15-6,35.6860262,139.7398973
4853,グランドメゾン白金・三光坂,10380,東京都港区白金２,54.24,2LDK,4.5,2000-12-01,東京メトロ南北線,白金高輪,3,8352,東京都,港区,白金２,35.6416377,139.7313539
4854,ライオンズマンション一番町,10400,東京都千代田区一番町,57.04,2LDK,4.8,1977-09-01,東京メトロ半蔵門線,半蔵門,2,16844,東京都,千代田区,一番町,35.6870561,139.741572
4855,アクシアフォレスタ麻布,10400,東京都港区麻布十番２,54.94,2LDK,4.2,2000-03-01,東京メトロ南北線,麻布十番,3,8627,東京都,港区,麻布十番２,35.6550691,139.7355048
4856,ドゥ・トゥール　イースト,10400,東京都中央区晴海３-13-1,57.05,1LDK,5.2,2015-10-01,都営大江戸線,勝どき,9,2935,東京都,中央区,晴海,35.655008,139.7778109
4857,ワールドシティタワーズ　アクアタワー,10430,東京都港区港南４,84.82,3LDK,15.78,2005-10-01,ＪＲ山手線,品川,15,6587,東京都,港区,港南４,35.6273113,139.7485979
4858,アトラスタワー小石川,10460,東京都文京区小石川１,67.94,1LDK,8.81,2003-11-01,都営三田線,春日,1,7287,東京都,文京区,小石川１,35.7122246,139.7521112
4859,ニューお茶の水,10480,東京都千代田区神田淡路町１,83.38,1LDK,7.6,1982-12-01,東京メトロ千代田線,新御茶ノ水,3,14927,東京都,千代田区,神田淡路町１,35.6958215,139.7666456
4860,ニューお茶の水,10480,東京都千代田区神田淡路町１,79.57,1LDK,8.0,1982-12-01,東京メトロ千代田線,新御茶ノ水,3,14927,東京都,千代田区,神田淡路町１,35.6958215,139.7666456
4861,パークタワー渋谷本町,10480,東京都渋谷区本町３,66.66,2LDK,8.62,2013-09-01,都営大江戸線,西新宿五丁目,6,3695,東京都,渋谷区,本町３,35.689852,139.6828422
4862,パークホームズ日本橋時の鐘通り,10480,東京都中央区日本橋本町４,56.06,2LDK,6.21,2022-10-01,ＪＲ総武線快速,新日本橋,2,378,東京都,中央区,日本橋本町４,35.6900488,139.7747928
4863,アルファグランデ千桜タワー,10480,東京都千代田区神田東松下町,69.4,2LDK,10.01,2018-04-01,都営新宿線,岩本町,1,2022,東京都,千代田区,神田東松下町,35.6945427,139.7738343
4864,パークタワー渋谷本町,10480,東京都渋谷区本町３,66.66,2LDK,8.62,2013-09-01,都営大江戸線,西新宿五丁目,6,3695,東京都,渋谷区,本町３,35.689852,139.6828422
4865,パークタワー渋谷本町　角住戸,10480,東京都渋谷区本町３,66.66,2LDK,8.62,2013-09-01,都営大江戸線,西新宿五丁目,6,3695,東京都,渋谷区,本町３,35.689852,139.6828422
4866,ニューお茶の水,10480,東京都千代田区神田淡路町１,83.38,1LDK,7.6,1982-12-01,東京メトロ丸ノ内線,淡路町,2,14927,東京都,千代田区,神田淡路町１,35.6958215,139.7666456
4867,レグノ・ラフィネ南青山,10480,東京都港区南青山６,61.25,1LDK,4.17,2002-09-01,東京メトロ銀座線,表参道,10,7713,東京都,港区,南青山６,35.6607393,139.7160301
4868,ファミールアクアージュ,10480,東京都中央区新川２,68.65,1LDK+2S（納戸）,5.4,2001-10-01,東京メトロ日比谷線,八丁堀,5,8048,東京都,中央区,新川２,35.6736061,139.7824618
4869,パークタワー渋谷本町,10480,東京都渋谷区本町３,66.66,2LDK,8.62,2013-09-01,都営大江戸線,西新宿五丁目,6,3695,東京都,渋谷区,本町３,35.689852,139.6828422
4870,パークタワー渋谷本町,10480,東京都渋谷区本町３,66.66,2LDK,8.62,2013-09-01,都営大江戸線,西新宿五丁目,6,3695,東京都,渋谷区,本町３,35.689852,139.6828422
4871,ザ・パークハウス三田ガーデン　レジデンス＆タワー,10480,東京都港区三田５-2-22,47.44,1LDK,11.76,2021-10-01,東京メトロ南北線,白金高輪,8,743,東京都,港区,三田,35.6478161,139.7376119
4872,東京月島ガーデンハウス,10480,東京都中央区佃２,76.12,3LDK,5.77,2000-03-01,東京メトロ有楽町線,月島,4,8627,東京都,中央区,佃２,35.6682531,139.7862967
4873,ローレルタワールネ浜松町,10490,東京都港区海岸２,62.32,2LDK,6.0,2020-01-01,ＪＲ山手線,浜松町,10,1382,東京都,港区,海岸２,35.6501388,139.7589234
4874,ブランズ文京護国寺,10490,東京都文京区大塚６,68.95,3LDK,10.2,2015-12-01,東京メトロ有楽町線,東池袋,8,2874,東京都,文京区,大塚６,35.7256433,139.7262455
4875,コートヒルズ広尾南,10490,東京都渋谷区恵比寿２,69.37,1LDK,3.45,2009-12-01,東京メトロ日比谷線,広尾,11,5065,東京都,渋谷区,恵比寿２,35.6462092,139.7198607
4876,勝どきザ・タワー,10490,東京都中央区勝どき５,78.02,3LDK,13.15,2016-11-01,都営大江戸線,勝どき,7,2538,東京都,中央区,勝どき５,35.657516,139.7709587
4877,芝浦アイランドケープタワー,10500,東京都港区芝浦４,82.17,2LDK,13.1,2006-10-01,ＪＲ山手線,田町,13,6222,東京都,港区,芝浦４,35.6400662,139.7460429
4878,ブランズ日本橋茅場町,10500,東京都中央区日本橋茅場町３,54.45,2LDK,3.59,2013-02-01,東京メトロ東西線,茅場町,2,3907,東京都,中央区,日本橋茅場町３,35.6778897,139.7784674
4879,クラッシィハウス大手町,10500,東京都千代田区内神田１,48.83,2LDK+S（納戸）,4.11,2022-06-01,東京メトロ丸ノ内線,大手町,4,500,東京都,千代田区,内神田１,35.691054,139.7658469
4880,芝浦アイランドグローヴタワー,10500,東京都港区芝浦４,70.35,2LDK,7.16,2006-11-01,ＪＲ山手線,田町,8,6191,東京都,港区,芝浦４,35.6400662,139.7460429
4881,セザールスカイリバー,10500,東京都中央区日本橋箱崎町,74.3,3LDK,10.92,1999-03-01,東京メトロ半蔵門線,水天宮前,3,8993,東京都,中央区,日本橋箱崎町,35.6802467,139.787575
4882,アクシアフォレスタ麻布,10500,東京都港区麻布十番２,55.49,1LDK,4.47,2000-03-01,東京メトロ南北線,麻布十番,3,8627,東京都,港区,麻布十番２,35.6550691,139.7355048
4883,セボン白山,10500,東京都文京区白山１,90.92,2LDK+S（納戸）,,2001-05-01,都営三田線,白山,4,8201,東京都,文京区,白山１,35.7192057,139.7530694
4884,ブリリアザタワー東京八重洲アベニュー,10500,東京都中央区新川２,60.1,2LDK,10.33,2017-10-01,ＪＲ京葉線,八丁堀,2,2204,東京都,中央区,新川２,35.6736061,139.7824618
4885,ドゥ・トゥールＥＡＳＴ,10500,東京都中央区晴海３,70.7,2LDK,5.08,2015-10-01,都営大江戸線,勝どき,9,2935,東京都,中央区,晴海３,35.6548467,139.7786272
4886,松濤ＥＡＳＴ,10500,東京都渋谷区松濤１,82.56,2LDK,4.49,2001-07-01,ＪＲ山手線,渋谷,9,8140,東京都,渋谷区,松濤１,35.6606901,139.6930519
4887,ドゥ・トゥール,10500,東京都中央区晴海３,70.7,2LDK,5.08,2015-10-01,都営大江戸線,勝どき,11,2935,東京都,中央区,晴海３,35.6548467,139.7786272
4888,グランスイート四谷二丁目レジデンス,10580,東京都新宿区四谷２-13-1,65.67,2LDK+S（納戸）,5.5,2015-01-01,東京メトロ丸ノ内線,四谷三丁目,4,3208,東京都,新宿区,四谷,35.6880102,139.7240724
4889,グランスイート文京小石川,10580,東京都文京区白山２,78.43,3LDK,7.83,2005-01-01,都営三田線,春日,11,6860,東京都,文京区,白山２,35.7176679,139.7492367
4890,グラーサ渋谷松濤,10580,東京都渋谷区神泉町,60.38,2LDK,11.01,2003-01-01,ＪＲ山手線,渋谷,14,7591,東京都,渋谷区,神泉町,35.656833,139.6927328
4891,グラーサ渋谷松濤,10580,東京都渋谷区神泉町,60.38,2LDK,11.01,2003-01-01,京王井の頭線,神泉,5,7591,東京都,渋谷区,神泉町,35.656833,139.6927328
4892,パークコート文京小石川ザタワー,10590,東京都文京区小石川１,43.32,1LDK,10.72,2021-03-01,都営三田線,春日,1,957,東京都,文京区,小石川１,35.7122246,139.7521112
4893,アルビオ・ザ・タワー千代田飯田橋,10600,東京都千代田区飯田橋４,44.15,1LDK,6.36,2021-01-01,東京メトロ東西線,飯田橋,2,1016,東京都,千代田区,飯田橋４,35.7009469,139.746522
