,BukkenName,Price,Address,Space,Type,Belanda,Build,Line,Station,Walk,DaysAgo,City,Street,Number,Latitude,Longitude
3428,ＰＲＥＭＩＵＭ　ＣＵＢＥ日本橋浜町,6000,東京都中央区日本橋浜町１-10-3,40.71,1LDK,3.0,2016-05-01,都営浅草線,東日本橋,5,2722,東京都,中央区,日本橋浜町,35.6908836,139.7870707
3429,ＰＲＥＭＩＵＭ　ＣＵＢＥ日本橋浜町,6000,東京都中央区日本橋浜町１,40.71,1LDK,3.0,2016-05-01,都営浅草線,東日本橋,5,2722,東京都,中央区,日本橋浜町１,35.6901639,139.7872554
3430,PREMIUM CUBE　日本橋浜町,6000,東京都中央区日本橋浜町１-10-3,40.71,1LDK,3.0,2016-05-01,都営浅草線,東日本橋,5,2722,東京都,中央区,日本橋浜町,35.6908836,139.7870707
3431,ミオカステーロ代々木,6000,東京都渋谷区代々木２,46.62,1LDK,2.96,2004-05-01,小田急線,南新宿,2,7105,東京都,渋谷区,代々木２,35.6856856,139.6981574
3432,代官山コーポラス,6080,東京都渋谷区猿楽町12-1,105.01,3LDK,,1957-06-01,ＪＲ山手線,渋谷,10,24241,東京都,渋谷区,猿楽町12-1,35.6516774,139.7019469
3433,代官山コーポラス,6080,東京都渋谷区猿楽町,105.01,3LDK,2.0,1957-06-01,東急東横線,代官山,6,24241,東京都,渋谷区,猿楽町,35.65051,139.7019868
3434,代官山コーポラス,6080,東京都渋谷区猿楽町12-1,105.01,3LDK,5.0,1957-06-01,ＪＲ山手線,渋谷,10,24241,東京都,渋谷区,猿楽町12-1,35.6516774,139.7019469
3435,クオリア新宿余丁町,6080,東京都新宿区余丁町１３－１６,51.59,2LDK,7.44,2010-11-01,都営大江戸線,若松河田,4,4730,東京都,新宿区,余丁町１３－１６,35.6966887,139.7174267
3436,代官山コーポラス,6080,東京都渋谷区猿楽町12-1,105.01,3LDK,,1957-06-01,東急東横線,代官山,6,24241,東京都,渋谷区,猿楽町12-1,35.6516774,139.7019469
3437,アルテシモボルト,6080,東京都中央区入船２,44.18,1LDK,4.54,2016-05-01,東京メトロ日比谷線,八丁堀,6,2722,東京都,中央区,入船２,35.6717963,139.7768697
3438,フジタ関口マンション,6080,東京都文京区関口１,65.78,3LDK,8.0,1978-12-01,東京メトロ有楽町線,江戸川橋,7,16388,東京都,文京区,関口１,35.7098188,139.7303961
3439,デュオステージ本郷,6080,東京都文京区本郷５,40.2,1LDK,5.99,2019-07-01,都営三田線,春日,4,1566,東京都,文京区,本郷５,35.7109304,139.7581801
3440,フジタ関口マンション,6080,東京都文京区関口１-28－1,65.78,3LDK,6.0,1978-12-01,東京メトロ有楽町線,江戸川橋,7,16388,東京都,文京区,関口１-28－1,35.7101565,139.7257467
3441,代官山コーポラス,6080,東京都渋谷区猿楽町,105.01,3LDK,10.0,1957-06-01,東急東横線,代官山,5,24241,東京都,渋谷区,猿楽町,35.65051,139.7019868
3442,ネオマイム西早稲田パークス,6080,東京都新宿区西早稲田３,54.76,2LDK,15.25,2000-07-01,東京メトロ東西線,早稲田,10,8505,東京都,新宿区,西早稲田３,35.7113392,139.7134765
3443,代官山コーポラス,6080,東京都渋谷区猿楽町,105.01,3LDK,,1957-06-01,ＪＲ山手線,渋谷,10,24241,東京都,渋谷区,猿楽町,35.65051,139.7019868
3444,代官山エーデルハイム,6090,東京都渋谷区代官山町,53.35,1LDK,8.25,1973-12-01,ＪＲ山手線,渋谷,7,18214,東京都,渋谷区,代官山町,35.6505465,139.7042207
3445,代官山エーデルハイム,6090,東京都渋谷区代官山町,53.51,1LDK,8.25,1973-12-01,東急東横線,代官山,8,18214,東京都,渋谷区,代官山町,35.6505465,139.7042207
3446,代官山エーデルハイム,6090,東京都渋谷区代官山町,53.35,1LDK,8.25,1973-12-01,東急東横線,代官山,8,18214,東京都,渋谷区,代官山町,35.6505465,139.7042207
3447,スタジオデン勝どき,6090,東京都中央区勝どき３-3-5,57.69,1LDK,5.94,2004-11-01,都営大江戸線,勝どき,3,6921,東京都,中央区,勝どき,35.6594793,139.7752322
3448,ハイシティ本郷,6180,東京都文京区本郷３,53.83,2LDK,11.88,1986-08-01,東京メトロ丸ノ内線,本郷三丁目,6,13588,東京都,文京区,本郷３,35.7049482,139.7632912
3449,パルロイヤルアレフ赤坂,6180,東京都港区赤坂７-6-66,37.51,1LDK,4.83,1997-07-01,東京メトロ千代田線,赤坂,5,9601,東京都,港区,赤坂,35.6718269,139.7312342
3450,マンション白金苑,6180,東京都港区白金台５-5-2,50.16,2LDK,11.97,1970-02-01,東京メトロ南北線,白金台,8,19613,東京都,港区,白金台,35.6413421,139.7220918
3451,ハイシティ本郷,6180,東京都文京区本郷３-23-5,53.83,2LDK,11.88,1986-08-01,東京メトロ丸ノ内線,本郷三丁目,6,13588,東京都,文京区,本郷,35.7057727,139.7642296
3452,エザンス白山,6180,東京都文京区白山１,59.46,2LDK,3.13,1981-02-01,都営三田線,白山,5,15595,東京都,文京区,白山１,35.7192057,139.7530694
3453,パルロイヤルアレフ赤坂,6180,東京都港区赤坂７-6-66,44.2,1LDK,4.56,1997-07-01,東京メトロ千代田線,赤坂,9,9601,東京都,港区,赤坂,35.6718269,139.7312342
3454,ライオンズマンション月島第二,6180,東京都中央区月島３,61.98,2LDK,8.25,1998-03-01,都営大江戸線,月島,5,9358,東京都,中央区,月島３,35.6628846,139.7786272
3455,ライオンズマンション月島第2,6180,東京都中央区月島３-3-13,61.98,2LDK+S（納戸）,8.25,1998-10-01,東京メトロ有楽町線,月島,5,9144,東京都,中央区,月島,35.6639916,139.7805844
3456,コムロンド千駄ヶ谷フラッツ,6180,東京都渋谷区千駄ヶ谷５,40.3,1LDK,3.5,2000-05-01,ＪＲ山手線,代々木,5,8566,東京都,渋谷区,千駄ヶ谷５,35.6842959,139.7032633
3457,ハイシティ本郷,6180,東京都文京区本郷３,53.83,2LDK,11.88,1986-08-01,東京メトロ丸ノ内線,本郷三丁目,6,13588,東京都,文京区,本郷３,35.7049482,139.7632912
3458,ハイシティ本郷,6180,東京都文京区本郷３,53.83,2LDK,11.88,1986-08-01,東京メトロ丸ノ内線,本郷三丁目,6,13588,東京都,文京区,本郷３,35.7049482,139.7632912
3459,南青山セピアコート,6199,東京都港区南青山６-8-3,48.38,1LDK,3.85,1979-04-01,東京メトロ銀座線,表参道,10,16267,東京都,港区,南青山,35.660092,139.716758
3460,南青山セピアコート,6199,東京都港区南青山６,48.38,1LDK,3.85,1979-04-01,東京メトロ銀座線,表参道,10,16267,東京都,港区,南青山６,35.6607393,139.7160301
3461,南青山セピアコート,6199,東京都港区南青山６,48.38,1LDK,3.85,1979-04-01,東京メトロ銀座線,表参道,10,16267,東京都,港区,南青山６,35.6607393,139.7160301
3462,南青山セピアコート,6199,東京都港区南青山６,48.38,1LDK,3.85,1979-04-01,東京メトロ千代田線,表参道,10,16267,東京都,港区,南青山６,35.6607393,139.7160301
3463,ライオンズマンション文京,6199,東京都文京区白山４,59.03,2LDK,4.64,1971-05-01,都営三田線,白山,2,19159,東京都,文京区,白山４,35.7212312,139.7466817
3464,南青山セピアコート,6199,東京都港区南青山６,48.38,1LDK,3.85,1979-04-01,東京メトロ半蔵門線,表参道,9,16267,東京都,港区,南青山６,35.6607393,139.7160301
3465,南青山セピアコート,6199,東京都港区南青山６-８－３,48.38,1LDK,3.85,1979-04-01,東京メトロ銀座線,表参道,10,16267,東京都,港区,南青山６-８－３,35.660092,139.716758
3466,ライオンズマンション文京,6199,東京都文京区白山４,59.03,2LDK,4.64,1971-05-01,都営三田線,白山,2,19159,東京都,文京区,白山４,35.7212312,139.7466817
3467,南青山セピアコート,6199,東京都港区南青山６-8-3,48.38,1LDK,3.85,1980-01-01,東京メトロ半蔵門線,表参道,10,15992,東京都,港区,南青山,35.660092,139.716758
3468,北新宿パークハイツ,6199,東京都新宿区北新宿３,59.29,2LDK,8.32,1983-05-01,ＪＲ中央線,大久保,9,14776,東京都,新宿区,北新宿３,35.7032517,139.6904993
3469,南青山セピアコート,6199,東京都港区南青山６,48.38,1LDK,3.85,1979-04-01,東京メトロ銀座線,表参道,10,16267,東京都,港区,南青山６,35.6607393,139.7160301
3470,南青山セピアコート　2階住戸,6199,東京都港区南青山６,48.38,1LDK,3.85,1979-04-01,東京メトロ銀座線,表参道,10,16267,東京都,港区,南青山６,35.6607393,139.7160301
3471,南青山セピアコート,6199,東京都港区南青山６,48.38,1LDK,3.85,1979-04-01,東京メトロ銀座線,表参道,10,16267,東京都,港区,南青山６,35.6607393,139.7160301
3472,ライオンズマンション文京,6199,東京都文京区白山４,59.03,2LDK,4.64,1971-05-01,都営三田線,白山,2,19159,東京都,文京区,白山４,35.7212312,139.7466817
3473,エクセレントシティ目白,6200,東京都新宿区下落合２,40.89,1LDK+S（納戸）,,2017-12-01,ＪＲ山手線,目白,7,2143,東京都,新宿区,下落合２,35.71819,139.7019868
3474,東急ドエル・アルス早稲田,6200,東京都新宿区西早稲田２,49.83,1LDK,11.52,1990-02-01,東京メトロ東西線,早稲田,8,12308,東京都,新宿区,西早稲田２,35.7083135,139.7137957
3475,東急ドエル・アルス早稲田,6200,東京都新宿区西早稲田２,49.83,1LDK,11.52,1990-02-01,東京メトロ東西線,早稲田,8,12308,東京都,新宿区,西早稲田２,35.7083135,139.7137957
3476,御苑ハイム,6200,東京都新宿区四谷４-24-16,67.07,1DK,3.0,1979-02-01,東京メトロ丸ノ内線,四谷三丁目,8,16326,東京都,新宿区,四谷,35.6898358,139.7157825
3477,シティハウス東麻布,6200,東京都港区東麻布１,32.8,1DK,3.81,2017-05-01,都営大江戸線,赤羽橋,5,2357,東京都,港区,東麻布１,35.6559447,139.7441268
3478,赤坂ロイヤルプラザ,6200,東京都港区赤坂２,56.74,1LDK,4.6,1982-08-01,東京メトロ千代田線,赤坂,3,15049,東京都,港区,赤坂２,35.6711124,139.7390173
3479,東急ドエル・アルス早稲田,6200,東京都新宿区西早稲田２-9－16,49.83,1LDK,11.52,1990-02-01,東京メトロ東西線,早稲田,8,12308,東京都,新宿区,西早稲田２-9－16,35.7094517,139.7151124
3480,ドルミ恵比寿,6250,東京都渋谷区恵比寿３-３－５,52.38,ワンルーム+S（納戸）,7.42,1982-06-01,ＪＲ山手線,恵比寿,10,15110,東京都,渋谷区,恵比寿３-３－５,35.6451206,139.7184442
3481,ピアース新宿三丁目,6250,東京都新宿区新宿５,35.05,1LDK,3.73,2023-01-01,東京メトロ丸ノ内線,新宿三丁目,6,286,東京都,新宿区,新宿５,35.6938641,139.7070931
3482,ユーカリハイツ小石川,6280,東京都文京区小石川４-14-24,61.18,2LDK,8.4,1983-01-01,都営三田線,春日,10,14896,東京都,文京区,小石川,35.7154436,139.7466417
3483,グランドシティ白山,6280,東京都文京区白山１-32-8,57.81,1LDK,4.58,1992-01-01,都営三田線,白山,3,11609,東京都,文京区,白山,35.7198604,139.7518876
3484,アールヴェール文京白山,6280,東京都文京区本駒込１,57.23,1LDK,10.9,1999-10-01,東京メトロ南北線,本駒込,1,8779,東京都,文京区,本駒込１,35.7255761,139.7517918
3485,グランドシティ白山,6280,東京都文京区白山１,57.81,1LDK,4.85,1992-01-01,都営三田線,白山,1,11609,東京都,文京区,白山１,35.7192057,139.7530694
3486,クレヴィア東京八丁堀 Chuo Minato,6280,東京都中央区湊１-3-4,40.05,1LDK,4.12,2020-07-01,ＪＲ京葉線,八丁堀,4,1200,東京都,中央区,湊,35.6726616,139.7790965
3487,CONOE秋葉原岩本町,6280,東京都千代田区岩本町３,47.29,1LDK,11.86,2013-01-01,都営新宿線,岩本町,5,3938,東京都,千代田区,岩本町３,35.6956645,139.777349
3488,グランドシティ白山,6280,東京都文京区白山１,57.81,1LDK,4.85,1992-01-01,都営三田線,白山,1,11609,東京都,文京区,白山１,35.7192057,139.7530694
3489,代官山エーデルハイム,6280,東京都渋谷区代官山町,58.3,2LDK,3.3,1973-12-01,東急東横線,代官山,8,18214,東京都,渋谷区,代官山町,35.6505465,139.7042207
3490,ベルドゥムール東京八丁堀,6280,東京都中央区八丁堀２,46.71,1LDK,4.37,2011-05-01,東京メトロ日比谷線,八丁堀,1,4549,東京都,中央区,八丁堀２,35.676627,139.7763905
3491,藤和シティホームズ文京向丘,6280,東京都文京区向丘２,57.2,2LDK,4.92,1999-02-01,東京メトロ南北線,本駒込,2,9021,東京都,文京区,向丘２,35.7218907,139.7569024
3492,渋谷アムフラット,6280,東京都渋谷区円山町,51.75,1LDK+S（納戸）,4.0,1999-02-01,京王井の頭線,神泉,2,9021,東京都,渋谷区,円山町,35.6566135,139.6943282
3493,グランドシティ白山,6280,東京都文京区白山１,57.81,1LDK,4.85,1992-01-01,都営三田線,白山,1,11609,東京都,文京区,白山１,35.7192057,139.7530694
3494,代官山エーデルハイム,6280,東京都渋谷区代官山町,58.3,2LDK,3.3,1973-12-01,ＪＲ山手線,渋谷,7,18214,東京都,渋谷区,代官山町,35.6505465,139.7042207
3495,グランアビデ四谷三丁目ステーションフロント,6280,東京都新宿区四谷３,38.15,1LDK,6.4,2004-09-01,東京メトロ丸ノ内線,四谷三丁目,1,6982,東京都,新宿区,四谷３,35.6879356,139.7201799
3496,グランドシティ白山,6280,東京都文京区白山１-32-8,57.81,1LDK,4.85,1992-01-01,都営三田線,白山,1,11609,東京都,文京区,白山,35.7198604,139.7518876
3497,グランドシティ白山,6280,東京都文京区白山１,57.81,1LDK,4.85,1992-01-01,都営三田線,白山,1,11609,東京都,文京区,白山１,35.7192057,139.7530694
3498,コノエ秋葉原岩本町,6280,東京都千代田区岩本町３,47.29,1LDK,11.86,2013-01-01,ＪＲ山手線,秋葉原,5,3938,東京都,千代田区,岩本町３,35.6956645,139.777349
3499,グランドシティ白山,6280,東京都文京区白山１,57.81,1LDK,4.85,1992-01-01,都営三田線,白山,2,11609,東京都,文京区,白山１,35.7192057,139.7530694
3500,ユーカリハイツ小石川,6280,東京都文京区小石川４,61.18,2LDK,8.4,1983-01-01,都営三田線,春日,11,14896,東京都,文京区,小石川４,35.7151046,139.7428494
3501,中銀新川マンシオン,6280,東京都中央区新川２,82.0,3LDK,8.74,1980-06-01,ＪＲ京葉線,八丁堀,4,15840,東京都,中央区,新川２,35.6736061,139.7824618
3502,アビテ四谷大京町,6280,東京都新宿区大京町,52.44,1LDK,5.85,2002-10-01,東京メトロ丸ノ内線,四谷三丁目,6,7683,東京都,新宿区,大京町,35.6843592,139.7169877
3503,ユーカリハイツ小石川,6280,東京都文京区小石川４,61.18,2LDK,8.4,1983-01-01,都営三田線,春日,10,14896,東京都,文京区,小石川４,35.7151046,139.7428494
3504,麻布コーポラス,6280,東京都港区南麻布１,59.94,2DK,,1969-08-01,東京メトロ南北線,麻布十番,6,19797,東京都,港区,南麻布１,35.650698,139.7339083
3505,クオリア小石川,6280,東京都文京区小石川２,43.98,1LDK,,2003-04-01,都営三田線,春日,3,7501,東京都,文京区,小石川２,35.7107845,139.7492367
3506,南平台アジアマンション,6280,東京都渋谷区南平台町,64.22,2DK+S（納戸）,4.0,1963-02-01,ＪＲ山手線,渋谷,10,22170,東京都,渋谷区,南平台町,35.65368400000001,139.6956046
3507,渋谷アムフラット,6280,東京都渋谷区円山町,51.75,1LDK+S（納戸）,4.0,1999-02-01,ＪＲ山手線,渋谷,8,9021,東京都,渋谷区,円山町,35.6566135,139.6943282
3508,ユーカリハイツ小石川,6280,東京都文京区小石川４,61.18,2LDK,8.4,1983-01-01,都営三田線,春日,10,14896,東京都,文京区,小石川４,35.7151046,139.7428494
3509,ハイツ水天宮前,6280,東京都中央区日本橋蛎殻町１,60.48,2LDK,9.72,1980-03-01,東京メトロ半蔵門線,水天宮前,1,15932,東京都,中央区,日本橋蛎殻町１,35.6821547,139.7837401
3510,パロス千駄木,6280,東京都文京区千駄木２,55.5,2LDK,5.18,1997-02-01,東京メトロ千代田線,千駄木,3,9751,東京都,文京区,千駄木２,35.7227937,139.7620134
3511,CONOE秋葉原岩本町,6280,東京都千代田区岩本町３,47.29,1LDK,11.86,2013-01-01,都営新宿線,岩本町,3,3938,東京都,千代田区,岩本町３,35.6956645,139.777349
3512,Sin-city日本橋,6280,東京都中央区日本橋堀留町２,55.75,2LDK,5.69,2007-03-01,東京メトロ日比谷線,小伝馬町,4,6071,東京都,中央区,日本橋堀留町２,35.6887511,139.780864
3513,クラリティ・アスール,6290,東京都中央区勝どき３,63.36,2LDK,5.4,2003-05-01,都営大江戸線,勝どき,4,7471,東京都,中央区,勝どき３,35.6596883,139.7735148
3514,クレイシア・ヴァースクレイシア江戸川橋レーヴ,6299,東京都文京区水道２-17-12,40.46,1LDK,5.14,2019-12-01,東京メトロ有楽町線,江戸川橋,7,1413,東京都,文京区,水道,35.710493,139.73843
3515,クレイシア・ヴァースクレイシア江戸川橋レ―ヴ,6299,東京都文京区水道２,40.46,1LDK,5.14,2019-12-01,東京メトロ有楽町線,江戸川橋,7,1413,東京都,文京区,水道２,35.7101251,139.7390173
3516,クレイシア・ヴァースクレイシア江戸川橋レーヴ,6299,東京都文京区水道２,40.46,1LDK,5.14,2019-12-01,東京メトロ有楽町線,江戸川橋,8,1413,東京都,文京区,水道２,35.7101251,139.7390173
3517,クレイシア・ヴァースクレイシア江戸川橋レーヴ,6299,東京都文京区水道２,40.46,1LDK,5.14,2019-12-01,東京メトロ有楽町線,江戸川橋,7,1413,東京都,文京区,水道２,35.7101251,139.7390173
3518,クレイシア・ヴァースクレイシア江戸川橋レーヴ,6299,東京都文京区水道２,40.46,1LDK,5.14,2019-12-01,東京メトロ有楽町線,江戸川橋,8,1413,東京都,文京区,水道２,35.7101251,139.7390173
3519,スタジオデン勝どき,6299,東京都中央区勝どき３,57.69,1LDK+S（納戸）,5.94,2004-11-01,都営大江戸線,勝どき,3,6921,東京都,中央区,勝どき３,35.6596883,139.7735148
3520,ヴァースクレイシア江戸川橋レーヴ,6299,東京都文京区水道２,40.46,1LDK,5.14,2019-12-01,東京メトロ有楽町線,江戸川橋,8,1413,東京都,文京区,水道２,35.7101251,139.7390173
3521,パークホームズ日本橋浜町二丁目ローレルアイ,6300,東京都中央区日本橋浜町２,40.19,1LDK,4.2,2011-11-01,都営新宿線,浜町,4,4365,東京都,中央区,日本橋浜町２,35.687647,139.7888534
3522,シティオ西新宿,6300,東京都新宿区北新宿１,51.68,2DK,4.82,2005-10-01,東京メトロ丸ノ内線,西新宿,5,6587,東京都,新宿区,北新宿１,35.6996908,139.6930519
3523,フラッツ景丘,6300,東京都渋谷区恵比寿４,44.73,1LDK,2.86,1983-10-01,ＪＲ山手線,恵比寿,5,14623,東京都,渋谷区,恵比寿４,35.6447945,139.7134765
3524,パークホームズ日本橋浜町二丁目リビオガーデン,6300,東京都中央区日本橋浜町２,41.14,1LDK,4.59,2011-02-01,都営新宿線,浜町,4,4638,東京都,中央区,日本橋浜町２,35.687647,139.7888534
3525,第２広尾フラワーハイホームA棟,6358,東京都渋谷区広尾５,51.75,2LDK,8.33,1981-07-01,東京メトロ日比谷線,広尾,5,15445,東京都,渋谷区,広尾５,35.6496526,139.7198607
3526,グレーシア勝どき,6370,東京都中央区勝どき４,52.4,2LDK,3.65,2014-11-01,都営大江戸線,勝どき,2,3269,東京都,中央区,勝どき４,35.6572676,139.7760709
3527,ヴィア・シテラ新宿,6380,東京都新宿区百人町１-12-1,65.23,2LDK,4.97,1998-10-01,ＪＲ山手線,新宿,14,9144,東京都,新宿区,百人町,35.698248,139.6994937
3528,赤坂桧町公園アーバンライフ,6380,東京都港区赤坂９-2-14,51.03,2LDK,,1972-02-01,東京メトロ日比谷線,六本木,6,18883,東京都,港区,赤坂,35.6678679,139.7322719
3529,赤坂桧町公園アーバンライフ,6380,東京都港区赤坂９,51.03,2LDK,1.0,1972-02-01,東京メトロ千代田線,乃木坂,6,18883,東京都,港区,赤坂９,35.6668899,139.7313539
3530,ヴィア・シテラ新宿,6380,東京都新宿区百人町１-21-1,65.23,2LDK,4.97,1998-10-01,ＪＲ中央線,大久保,4,9144,東京都,新宿区,百人町,35.699752,139.6966815
3531,ライオンズマンション恵比寿,6380,東京都渋谷区恵比寿２-6-16,53.82,2LDK,5.18,1987-11-01,ＪＲ山手線,恵比寿,9,13131,東京都,渋谷区,恵比寿,35.6463569,139.7178634
3532,赤坂桧町公園アーバンライフ,6380,東京都港区赤坂９,51.03,2LDK,,1972-02-01,東京メトロ千代田線,乃木坂,6,18883,東京都,港区,赤坂９,35.6668899,139.7313539
3533,秀和三田綱町レジデンス,6380,東京都港区三田２,52.23,1DK,6.29,1969-03-01,東京メトロ南北線,麻布十番,8,19950,東京都,港区,三田２,35.6494981,139.7409333
3534,秀和第2築地レジデンス,6380,東京都中央区築地４-3-12,71.28,1LDK+S（納戸）,5.7,1972-08-01,東京メトロ日比谷線,東銀座,3,18701,東京都,中央区,築地,35.6669735,139.7684689
3535,パークハイム中落合２丁目,6380,東京都新宿区中落合２,92.03,4LDK+S（納戸）,13.88,1983-02-01,西武新宿線,下落合,6,14865,東京都,新宿区,中落合２,35.7195012,139.6924137
3536,芝公園シティハイツ,6380,東京都港区芝公園１,51.04,1LDK,7.38,1980-10-01,都営三田線,御成門,2,15718,東京都,港区,芝公園１,35.6590184,139.7517918
3537,柏木ローズマンション,6380,東京都新宿区北新宿３,80.87,2LDK+S（納戸）,11.1,1973-04-01,ＪＲ総武線,大久保,8,18458,東京都,新宿区,北新宿３,35.7032517,139.6904993
3538,アトラス音羽,6380,東京都文京区音羽２,47.42,2DK,8.26,2005-02-01,東京メトロ有楽町線,護国寺,1,6829,東京都,文京区,音羽２,35.71927480000001,139.7275226
3539,シャンボール松涛,6380,東京都渋谷区松濤２,58.48,1LDK,,1969-03-01,京王井の頭線,神泉,3,19950,東京都,渋谷区,松濤２,35.6598231,139.6901802
3540,文京ハイツ,6380,東京都文京区大塚３,88.88,3LDK,9.57,1976-04-01,東京メトロ丸ノ内線,茗荷谷,7,17362,東京都,文京区,大塚３,35.7208877,139.7358241
3541,アルテール新宿,6388,東京都新宿区西新宿８,57.34,1LDK+S（納戸）,8.75,1983-10-01,東京メトロ丸ノ内線,西新宿,2,14623,東京都,新宿区,西新宿８,35.6962502,139.6930519
3542,アルテール新宿,6388,東京都新宿区西新宿８,57.34,1LDK+S（納戸）,8.75,1983-10-01,東京メトロ丸ノ内線,西新宿,2,14623,東京都,新宿区,西新宿８,35.6962502,139.6930519
3543,アルテール新宿,6388,東京都新宿区西新宿８,57.34,1LDK+S（納戸）,8.75,1983-10-01,東京メトロ丸ノ内線,西新宿,2,14623,東京都,新宿区,西新宿８,35.6962502,139.6930519
3544,アルテール新宿,6388,東京都新宿区西新宿８,57.34,1LDK+S（納戸）,8.75,1983-10-01,東京メトロ丸ノ内線,西新宿,2,14623,東京都,新宿区,西新宿８,35.6962502,139.6930519
3545,ザ・ロアハウス代々木初台,6390,東京都渋谷区初台２-28-17,50.58,1LDK,,2013-07-01,京王新線,初台,7,3757,東京都,渋谷区,初台,35.6763086,139.6870894
3546,ザ・ロアハウス代々木初台,6390,東京都渋谷区初台２-28-17,50.58,1LDK,,2013-07-01,京王新線,初台,7,3757,東京都,渋谷区,初台,35.6763086,139.6870894
3547,ザ・ロアハウス　代々木初台,6390,東京都渋谷区初台２,50.58,1LDK,,2012-06-01,京王新線,初台,7,4152,東京都,渋谷区,初台２,35.6759678,139.6853944
3548,秀和高輪レジデンス,6390,東京都港区高輪２,57.5,1LDK+S（納戸）,4.7,1970-05-01,ＪＲ山手線,高輪ゲートウェイ,9,19524,東京都,港区,高輪２,35.6373108,139.73774
3549,ザ・ロアハウス代々木初台,6390,東京都渋谷区初台２,50.58,1LDK,7.92,2013-07-01,京王新線,初台,7,3757,東京都,渋谷区,初台２,35.6759678,139.6853944
3550,クレイシアヴァースクレイシア江戸川橋レ―ヴ,6399,東京都文京区水道２,40.46,1LDK,5.14,2019-12-01,東京メトロ有楽町線,江戸川橋,7,1413,東京都,文京区,水道２,35.7101251,139.7390173
3551,南青山セピアコート,6399,東京都港区南青山６,48.38,1LDK,3.85,1979-04-01,東京メトロ銀座線,表参道,9,16267,東京都,港区,南青山６,35.6607393,139.7160301
3552,クレイシア・ヴァースクレイシア江戸川橋レーヴ,6399,東京都文京区水道２,40.46,1LDK,5.14,2019-12-01,東京メトロ有楽町線,江戸川橋,8,1413,東京都,文京区,水道２,35.7101251,139.7390173
3553,トーカングランドマンション音羽,6400,東京都文京区音羽２,67.68,1LDK+S（納戸）,4.7,1978-07-01,東京メトロ有楽町線,護国寺,1,16541,東京都,文京区,音羽２,35.71927480000001,139.7275226
3554,パロス新富町,6400,東京都中央区新富１,51.77,1LDK,6.39,1999-07-01,東京メトロ有楽町線,新富町,4,8871,東京都,中央区,新富１,35.6728298,139.7747928
3555,クレヴィア南麻布,6420,東京都港区南麻布２,36.57,1LDK,4.81,2011-05-01,都営三田線,白金高輪,6,4549,東京都,港区,南麻布２,35.6489146,139.7351855
3556,シャルムコート東日本橋,6480,東京都中央区東日本橋２-3-2,51.57,1LDK,7.82,2004-06-01,都営浅草線,東日本橋,1,7074,東京都,中央区,東日本橋,35.6924299,139.785699
3557,ライズヒル千石,6480,東京都文京区千石１-6-16,58.27,2LDK,7.73,1994-08-01,都営三田線,千石,4,10666,東京都,文京区,千石,35.72663319999999,139.7420111
3558,パセオ三光坂,6480,東京都港区白金２-1-1,68.89,2LDK,4.2,1980-12-01,東京メトロ南北線,白金高輪,5,15657,東京都,港区,白金,35.64352179999999,139.7305956
3559,パセオ三光坂,6480,東京都港区白金２-1-1,68.89,2LDK,4.2,1980-12-01,都営三田線,白金高輪,5,15657,東京都,港区,白金,35.64352179999999,139.7305956
3560,アトラス笹塚駅前,6480,東京都渋谷区笹塚１,36.78,1LDK,6.71,2022-10-01,京王線,笹塚,2,378,東京都,渋谷区,笹塚１,35.6735691,139.6694446
3561,ライオンズシティ幡ヶ谷弐番館,6480,東京都渋谷区幡ヶ谷２,58.44,2LDK,7.28,1995-02-01,京王新線,幡ヶ谷,5,10482,東京都,渋谷区,幡ヶ谷２,35.6810976,139.6720385
3562,コスモ市ヶ谷,6480,東京都新宿区市谷甲良町1-12,66.07,3LDK,4.6,1986-03-01,都営大江戸線,牛込柳町,2,13741,東京都,新宿区,市谷甲良町1-12,35.6987344,139.7271634
3563,赤坂桧町公園アーバンライフ,6480,東京都港区赤坂９,51.03,2LDK,,1972-02-01,東京メトロ千代田線,乃木坂,6,18883,東京都,港区,赤坂９,35.6668899,139.7313539
3564,赤坂桧町公園アーバンライフ,6480,東京都港区赤坂９,51.03,2LDK,,1972-02-01,東京メトロ千代田線,乃木坂,7,18883,東京都,港区,赤坂９,35.6668899,139.7313539
3565,晴海テラス,6480,東京都中央区晴海５-1-9,50.01,2LDK,11.11,2009-03-01,都営大江戸線,勝どき,11,5340,東京都,中央区,晴海,35.6535177,139.7753908
3566,パセオ三光坂,6480,東京都港区白金２,68.89,2LDK,4.2,1980-12-01,都営三田線,白金高輪,5,15657,東京都,港区,白金２,35.6416377,139.7313539
3567,シティハウス勝どきステーションコート,6480,東京都中央区勝どき３,58.53,2LDK,,2012-03-01,都営大江戸線,勝どき,3,4244,東京都,中央区,勝どき３,35.6596883,139.7735148
3568,ラコント新宿セントラルパークアパートメント,6480,東京都新宿区西新宿５,45.81,1LDK,16.18,2005-06-01,都営大江戸線,西新宿五丁目,3,6709,東京都,新宿区,西新宿５,35.6948318,139.6866706
3569,藤和シティホームズ市谷山伏町,6480,東京都新宿区市谷山伏町,56.99,2LDK,4.86,1999-06-01,都営大江戸線,牛込柳町,2,8901,東京都,新宿区,市谷山伏町,35.6998726,139.7284804
